# Monthly Data for Mar 1950 to Mar 2014
#
# (As of: Fri Mar 14 18:08:55 PDT 2014)
"#  **Provisional data, subject to revision**"
#
"Date,Station Id,Station Name,Air Temperature Average (degF),Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment - Snow-adj (in),Reservoir Storage Volume (ac_ft),Elevation (ft),Start Date,End Date"
"Nov 1984,463,ECHO PEAK,,2.9,,5.9,,,17.30,,7670,1979-09-15,2100-01-01"
"Dec 1984,463,ECHO PEAK,,13.9,,23.2,,,2.70,,7670,1979-09-15,2100-01-01"
"Jan 1985,463,ECHO PEAK,,16.0,,25.9,,,1.70,,7670,1979-09-15,2100-01-01"
"Feb 1985,463,ECHO PEAK,,17.5,,27.6,,,6.00,,7670,1979-09-15,2100-01-01"
"Mar 1985,463,ECHO PEAK,,23.5,,32.9,,,10.30,,7670,1979-09-15,2100-01-01"
"Apr 1985,463,ECHO PEAK,44,33.8,,42.4,71,21,0.70,,7670,1979-09-15,2100-01-01"
"May 1985,463,ECHO PEAK,46,13.9,,43.1,68,24,0.40,,7670,1979-09-15,2100-01-01"
"Jun 1985,463,ECHO PEAK,60,0.0,,43.5,86,30,0.40,,7670,1979-09-15,2100-01-01"
"Jul 1985,463,ECHO PEAK,63,0.0,,43.9,80,41,0.00,,7670,1979-09-15,2100-01-01"
"Aug 1985,463,ECHO PEAK,61,0.0,,43.9,82,40,0.20,,7670,1979-09-15,2100-01-01"
"Sep 1985,463,ECHO PEAK,48,0.0,,44.1,75,29,3.50,,7670,1979-09-15,2100-01-01"
"Oct 1985,463,ECHO PEAK,45,0.0,,0.0,75,20,4.80,,7670,1979-09-15,2100-01-01"
"Nov 1985,463,ECHO PEAK,32,0.5,,4.8,68,7,11.50,,7670,1979-09-15,2100-01-01"
"Dec 1985,463,ECHO PEAK,35,11.6,,16.3,68,6,7.70,,7670,1979-09-15,2100-01-01"
"Jan 1986,463,ECHO PEAK,39,19.3,,23.1,65,21,9.90,,7670,1979-09-15,2100-01-01"
"Feb 1986,463,ECHO PEAK,33,23.3,,33.0,70,8,28.10,,7670,1979-09-15,2100-01-01"
"Mar 1986,463,ECHO PEAK,38,49.3,,61.1,66,13,10.30,,7670,1979-09-15,2100-01-01"
"Apr 1986,463,ECHO PEAK,38,49.5,,71.4,71,14,1.60,,7670,1979-09-15,2100-01-01"
"May 1986,463,ECHO PEAK,47,33.2,,73.0,78,18,1.10,,7670,1979-09-15,2100-01-01"
"Jun 1986,463,ECHO PEAK,57,0.0,,74.1,79,37,0.30,,7670,1979-09-15,2100-01-01"
"Jul 1986,463,ECHO PEAK,59,0.0,,74.4,80,40,1.20,,7670,1979-09-15,2100-01-01"
"Aug 1986,463,ECHO PEAK,65,0.0,,75.6,82,46,0.00,,7670,1979-09-15,2100-01-01"
"Sep 1986,463,ECHO PEAK,46,0.0,,75.6,81,25,6.70,,7670,1979-09-15,2100-01-01"
"Oct 1986,463,ECHO PEAK,45,3.3,,0.0,67,27,1.00,,7670,1979-09-15,2100-01-01"
"Nov 1986,463,ECHO PEAK,40,0.5,,1.0,65,20,0.60,,7670,1979-09-15,2100-01-01"
"Dec 1986,463,ECHO PEAK,35,0.8,,1.6,60,22,2.40,,7670,1979-09-15,2100-01-01"
"Jan 1987,463,ECHO PEAK,30,2.1,,4.0,62,3,7.50,,7670,1979-09-15,2100-01-01"
"Feb 1987,463,ECHO PEAK,30,8.8,,11.5,60,7,8.40,,7670,1979-09-15,2100-01-01"
"Mar 1987,463,ECHO PEAK,33,17.2,,19.1,59,10,6.30,,7670,1979-09-15,2100-01-01"
"Apr 1987,463,ECHO PEAK,45,21.3,,25.4,68,16,0.30,,7670,1979-09-15,2100-01-01"
"May 1987,463,ECHO PEAK,47,0.0,,25.7,71,26,1.60,,7670,1979-09-15,2100-01-01"
"Jun 1987,463,ECHO PEAK,57,0.0,,27.3,81,36,0.50,,7670,1979-09-15,2100-01-01"
"Jul 1987,463,ECHO PEAK,58,0.0,,27.8,82,33,0.10,,7670,1979-09-15,2100-01-01"
"Aug 1987,463,ECHO PEAK,64,0.0,,27.9,84,39,0.00,,7670,1979-09-15,2100-01-01"
"Sep 1987,463,ECHO PEAK,59,0.0,,27.9,79,40,0.00,,7670,1979-09-15,2100-01-01"
"Oct 1987,463,ECHO PEAK,51,0.0,,0.0,78,33,1.60,,7670,1979-09-15,2100-01-01"
"Nov 1987,463,ECHO PEAK,36,0.0,,1.6,63,17,4.20,,7670,1979-09-15,2100-01-01"
"Dec 1987,463,ECHO PEAK,26,3.1,,5.8,53,5,10.20,,7670,1979-09-15,2100-01-01"
"Jan 1988,463,ECHO PEAK,31,9.5,,16.0,62,8,7.90,,7670,1979-09-15,2100-01-01"
"Feb 1988,463,ECHO PEAK,37,17.0,,23.9,62,11,0.50,,7670,1979-09-15,2100-01-01"
"Mar 1988,463,ECHO PEAK,37,13.4,,24.4,65,13,1.70,,7670,1979-09-15,2100-01-01"
"Apr 1988,463,ECHO PEAK,39,8.1,,26.1,68,18,3.10,,7670,1979-09-15,2100-01-01"
"May 1988,463,ECHO PEAK,45,0.0,,29.2,71,19,2.20,,7670,1979-09-15,2100-01-01"
"Jun 1988,463,ECHO PEAK,54,0.0,,31.4,82,26,1.00,,7670,1979-09-15,2100-01-01"
"Jul 1988,463,ECHO PEAK,65,0.0,,32.4,87,43,0.00,,7670,1979-09-15,2100-01-01"
"Aug 1988,463,ECHO PEAK,64,0.0,,32.4,85,45,0.30,,7670,1979-09-15,2100-01-01"
"Sep 1988,463,ECHO PEAK,57,0.0,,32.7,87,32,0.00,,7670,1979-09-15,2100-01-01"
"Oct 1988,463,ECHO PEAK,55,0.0,,0.0,76,34,0.10,,7670,1979-09-15,2100-01-01"
"Nov 1988,463,ECHO PEAK,34,0.0,,0.1,64,17,14.60,,7670,1979-09-15,2100-01-01"
"Dec 1988,463,ECHO PEAK,30,10.4,,14.7,68,4,8.40,,7670,1979-09-15,2100-01-01"
"Jan 1989,463,ECHO PEAK,28,18.0,,23.1,65,-58,3.30,,7670,1979-09-15,2100-01-01"
"Feb 1989,463,ECHO PEAK,27,20.1,,26.4,51,-9,6.60,,7670,1979-09-15,2100-01-01"
"Mar 1989,463,ECHO PEAK,35,24.0,,33.0,54,6,21.80,,7670,1979-09-15,2100-01-01"
"Apr 1989,463,ECHO PEAK,44,35.2,,54.8,74,19,3.30,,7670,1979-09-15,2100-01-01"
"May 1989,463,ECHO PEAK,45,19.4,,58.1,69,25,1.60,,7670,1979-09-15,2100-01-01"
"Jun 1989,463,ECHO PEAK,55,0.0,,59.7,74,37,1.20,,7670,1979-09-15,2100-01-01"
"Jul 1989,463,ECHO PEAK,63,0.0,,60.9,82,43,0.00,,7670,1979-09-15,2100-01-01"
"Aug 1989,463,ECHO PEAK,58,0.0,,60.9,77,35,1.30,,7670,1979-09-15,2100-01-01"
"Sep 1989,463,ECHO PEAK,54,0.0,,62.2,75,33,4.30,,7670,1979-09-15,2100-01-01"
"Oct 1989,463,ECHO PEAK,57,0.0,,0.0,372,-85,6.30,,7670,1979-09-15,2100-01-01"
"Nov 1989,463,ECHO PEAK,41,3.4,,6.3,68,14,5.50,,7670,1979-09-15,2100-01-01"
"Dec 1989,463,ECHO PEAK,38,5.9,,11.8,64,18,0.50,,7670,1979-09-15,2100-01-01"
"Jan 1990,463,ECHO PEAK,31,5.2,,12.3,58,10,8.50,,7670,1979-09-15,2100-01-01"
"Feb 1990,463,ECHO PEAK,27,13.7,,20.2,56,4,8.10,,7670,1979-09-15,2100-01-01"
"Mar 1990,463,ECHO PEAK,37,21.8,,26.0,60,9,3.50,,7670,1979-09-15,2100-01-01"
"Apr 1990,463,ECHO PEAK,42,16.7,,29.5,65,24,3.60,,7670,1979-09-15,2100-01-01"
"May 1990,463,ECHO PEAK,43,0.3,,33.1,72,25,4.00,,7670,1979-09-15,2100-01-01"
"Jun 1990,463,ECHO PEAK,55,2.1,,37.1,77,22,0.60,,7670,1979-09-15,2100-01-01"
"Jul 1990,463,ECHO PEAK,63,0.0,,37.7,84,44,0.20,,7670,1979-09-15,2100-01-01"
"Aug 1990,463,ECHO PEAK,59,0.0,,37.9,83,36,2.20,,7670,1979-09-15,2100-01-01"
"Sep 1990,463,ECHO PEAK,57,0.0,,40.1,79,37,1.20,,7670,1979-09-15,2100-01-01"
"Oct 1990,463,ECHO PEAK,50,0.0,,0.0,72,25,2.10,,7670,1979-09-15,2100-01-01"
"Nov 1990,463,ECHO PEAK,39,1.5,,2.1,68,15,1.90,,7670,1979-09-15,2100-01-01"
"Dec 1990,463,ECHO PEAK,28,2.2,,4.0,62,-6,3.90,,7670,1979-09-15,2100-01-01"
"Jan 1991,463,ECHO PEAK,34,5.0,,7.9,55,14,0.90,,7670,1979-09-15,2100-01-01"
"Feb 1991,463,ECHO PEAK,39,5.6,,8.8,59,23,2.70,,7670,1979-09-15,2100-01-01"
"Mar 1991,463,ECHO PEAK,28,7.7,,11.5,52,10,21.50,,7670,1979-09-15,2100-01-01"
"Apr 1991,463,ECHO PEAK,36,27.2,,33.0,58,14,3.00,,7670,1979-09-15,2100-01-01"
"May 1991,463,ECHO PEAK,40,19.8,,36.0,66,22,3.40,,7670,1979-09-15,2100-01-01"
"Jun 1991,463,ECHO PEAK,52,0.0,,39.4,77,32,0.80,,7670,1979-09-15,2100-01-01"
"Jul 1991,463,ECHO PEAK,54,0.0,,40.2,85,13,1.00,,7670,1979-09-15,2100-01-01"
"Aug 1991,463,ECHO PEAK,59,0.0,,41.2,76,38,1.10,,7670,1979-09-15,2100-01-01"
"Sep 1991,463,ECHO PEAK,57,0.0,,42.3,79,33,0.40,,7670,1979-09-15,2100-01-01"
"Oct 1991,463,ECHO PEAK,48,0.0,,0.0,75,14,5.90,,7670,1979-09-15,2100-01-01"
"Nov 1991,463,ECHO PEAK,37,5.2,,5.9,68,7,7.10,,7670,1979-09-15,2100-01-01"
"Dec 1991,463,ECHO PEAK,33,7.6,,13.0,56,11,3.30,,7670,1979-09-15,2100-01-01"
"Jan 1992,463,ECHO PEAK,33,10.9,,16.1,56,13,1.90,,7670,1979-09-15,2100-01-01"
"Feb 1992,463,ECHO PEAK,33,12.4,,18.0,89,16,10.00,,7670,1979-09-15,2100-01-01"
"Mar 1992,463,ECHO PEAK,34,20.9,,28.0,59,18,4.20,,7670,1979-09-15,2100-01-01"
"Apr 1992,463,ECHO PEAK,44,20.4,,32.2,70,26,1.90,,7670,1979-09-15,2100-01-01"
"May 1992,463,ECHO PEAK,51,0.0,,34.1,129,28,0.60,,7670,1979-09-15,2100-01-01"
"Jun 1992,463,ECHO PEAK,52,0.0,,34.7,145,26,2.90,,7670,1979-09-15,2100-01-01"
"Jul 1992,463,ECHO PEAK,57,0.0,,37.6,79,32,1.90,,7670,1979-09-15,2100-01-01"
"Aug 1992,463,ECHO PEAK,61,0.0,,39.5,85,37,0.30,,7670,1979-09-15,2100-01-01"
"Sep 1992,463,ECHO PEAK,56,0.0,,39.8,79,36,0.60,,7670,1979-09-15,2100-01-01"
"Oct 1992,463,ECHO PEAK,47,0.0,,0.0,73,29,6.10,,7670,1979-09-15,2100-01-01"
"Nov 1992,463,ECHO PEAK,33,3.6,,6.1,64,-59,1.80,,7670,1979-09-15,2100-01-01"
"Dec 1992,463,ECHO PEAK,25,4.4,,7.9,53,0,18.90,,7670,1979-09-15,2100-01-01"
"Jan 1993,463,ECHO PEAK,26,23.3,,26.6,63,3,22.10,,7670,1979-09-15,2100-01-01"
"Feb 1993,463,ECHO PEAK,26,45.4,,45.3,58,-1,16.30,,7670,1979-09-15,2100-01-01"
"Mar 1993,463,ECHO PEAK,37,61.7,,54.0,60,9,7.00,,7670,1979-09-15,2100-01-01"
"Apr 1993,463,ECHO PEAK,36,61.3,,61.0,66,16,3.10,,7670,1979-09-15,2100-01-01"
"May 1993,463,ECHO PEAK,45,45.4,,64.1,74,21,3.60,,7670,1979-09-15,2100-01-01"
"Jun 1993,463,ECHO PEAK,52,0.0,,67.7,116,27,1.70,,7670,1979-09-15,2100-01-01"
"Jul 1993,463,ECHO PEAK,56,0.0,,69.4,80,35,0.00,,7670,1979-09-15,2100-01-01"
"Aug 1993,463,ECHO PEAK,58,0.0,,69.4,83,36,0.00,,7670,1979-09-15,2100-01-01"
"Sep 1993,463,ECHO PEAK,55,0.0,,69.4,81,33,0.00,,7670,1979-09-15,2100-01-01"
"Oct 1993,463,ECHO PEAK,45,0.0,,0.0,73,28,3.40,,7670,1979-09-15,2100-01-01"
"Nov 1993,463,ECHO PEAK,35,0.0,,3.4,64,13,3.20,,7670,1979-09-15,2100-01-01"
"Dec 1993,463,ECHO PEAK,30,2.8,,6.6,55,11,5.70,,7670,1979-09-15,2100-01-01"
"Jan 1994,463,ECHO PEAK,33,8.0,,12.3,63,10,3.60,,7670,1979-09-15,2100-01-01"
"Feb 1994,463,ECHO PEAK,29,11.2,,15.9,54,8,11.60,,7670,1979-09-15,2100-01-01"
"Mar 1994,463,ECHO PEAK,37,22.8,,26.1,72,12,2.70,,7670,1979-09-15,2100-01-01"
"Apr 1994,463,ECHO PEAK,39,18.5,,28.8,66,17,3.70,,7670,1979-09-15,2100-01-01"
"May 1994,463,ECHO PEAK,45,5.0,,32.5,70,25,2.70,,7670,1979-09-15,2100-01-01"
"Jun 1994,463,ECHO PEAK,56,0.0,,35.2,77,32,0.10,,7670,1979-09-15,2100-01-01"
"Jul 1994,463,ECHO PEAK,64,0.0,,35.3,83,40,0.00,,7670,1979-09-15,2100-01-01"
"Aug 1994,463,ECHO PEAK,63,0.0,,35.3,80,45,0.20,,7670,1979-09-15,2100-01-01"
"Sep 1994,463,ECHO PEAK,53,0.0,,35.5,74,32,0.60,,7670,1979-09-15,2100-01-01"
"Oct 1994,463,ECHO PEAK,43,0.0,,0.0,66,20,2.10,,7670,1979-09-15,2100-01-01"
"Nov 1994,463,ECHO PEAK,27,0.0,,2.1,52,8,16.10,,7670,1979-09-15,2100-01-01"
"Dec 1994,463,ECHO PEAK,30,15.0,,18.2,56,6,10.80,,7670,1979-09-15,2100-01-01"
"Jan 1995,463,ECHO PEAK,29,25.8,,26.0,53,8,29.70,,7670,1979-09-15,2100-01-01"
"Feb 1995,463,ECHO PEAK,38,55.5,,47.7,72,4,1.10,,7670,1979-09-15,2100-01-01"
"Mar 1995,463,ECHO PEAK,30,50.0,,48.8,60,6,25.00,,7670,1979-09-15,2100-01-01"
"Apr 1995,463,ECHO PEAK,34,72.5,,73.8,65,8,10.70,,7670,1979-09-15,2100-01-01"
"May 1995,463,ECHO PEAK,36,73.9,,84.5,64,18,5.40,,7670,1979-09-15,2100-01-01"
"Jun 1995,463,ECHO PEAK,44,53.9,,89.9,73,16,1.20,,7670,1979-09-15,2100-01-01"
"Jul 1995,463,ECHO PEAK,58,0.6,,91.1,79,34,0.00,,7670,1979-09-15,2100-01-01"
"Aug 1995,463,ECHO PEAK,59,0.0,,91.1,79,37,0.00,,7670,1979-09-15,2100-01-01"
"Sep 1995,463,ECHO PEAK,56,0.0,,91.1,79,32,0.00,,7670,1979-09-15,2100-01-01"
"Oct 1995,463,ECHO PEAK,49,0.0,,0.0,72,22,0.00,,7670,1979-09-15,2100-01-01"
"Nov 1995,463,ECHO PEAK,44,0.0,,0.0,64,19,1.30,,7670,1979-09-15,2100-01-01"
"Dec 1995,463,ECHO PEAK,32,0.6,,1.3,51,14,14.30,,7670,1979-09-15,2100-01-01"
"Jan 1996,463,ECHO PEAK,32,5.9,,15.6,60,8,23.00,,7670,1979-09-15,2100-01-01"
"Feb 1996,463,ECHO PEAK,31,28.9,,36.2,63,3,15.60,,7670,1979-09-15,2100-01-01"
"Mar 1996,463,ECHO PEAK,35,39.9,,51.8,66,8,9.80,,7670,1979-09-15,2100-01-01"
"Apr 1996,463,ECHO PEAK,39,46.8,,61.6,71,14,5.60,,7670,1979-09-15,2100-01-01"
"May 1996,463,ECHO PEAK,43,34.9,,67.2,74,26,7.30,,7670,1979-09-15,2100-01-01"
"Jun 1996,463,ECHO PEAK,54,0.0,,74.5,80,30,0.90,,7670,1979-09-15,2100-01-01"
"Jul 1996,463,ECHO PEAK,63,0.0,,75.4,84,42,0.10,,7670,1979-09-15,2100-01-01"
"Aug 1996,463,ECHO PEAK,62,0.0,,75.5,83,42,0.40,,7670,1979-09-15,2100-01-01"
"Sep 1996,463,ECHO PEAK,53,0.0,,75.9,76,29,0.20,,7670,1979-09-15,2100-01-01"
"Oct 1996,463,ECHO PEAK,43,0.0,,0.0,79,17,4.30,,7670,1979-09-15,2100-01-01"
"Nov 1996,463,ECHO PEAK,36,2.1,,4.3,66,16,16.10,,7670,1979-09-15,2100-01-01"
"Dec 1996,463,ECHO PEAK,31,5.5,,20.4,55,13,31.70,,7670,1979-09-15,2100-01-01"
"Jan 1997,463,ECHO PEAK,30,35.7,,52.1,66,-6,26.20,,7670,1979-09-15,2100-01-01"
"Feb 1997,463,ECHO PEAK,30,52.7,,78.3,56,12,2.40,,7670,1979-09-15,2100-01-01"
"Mar 1997,463,ECHO PEAK,38,55.1,,78.9,63,9,1.50,,7670,1979-09-15,2100-01-01"
"Apr 1997,463,ECHO PEAK,36,42.0,,80.4,64,13,2.10,,7670,1979-09-15,2100-01-01"
"May 1997,463,ECHO PEAK,49,26.0,,82.5,71,24,0.90,,7670,1979-09-15,2100-01-01"
"Jun 1997,463,ECHO PEAK,50,0.0,,83.4,71,29,4.90,,7670,1979-09-15,2100-01-01"
"Jul 1997,463,ECHO PEAK,59,0.0,,88.3,78,30,1.10,,7670,1979-09-15,2100-01-01"
"Aug 1997,463,ECHO PEAK,60,0.0,,89.4,84,43,0.00,,7670,1979-09-15,2100-01-01"
"Sep 1997,463,ECHO PEAK,54,0.0,,89.4,72,34,0.70,,7670,1979-09-15,2100-01-01"
"Oct 1997,463,ECHO PEAK,43,0.0,,0.0,71,21,2.70,,7670,1979-09-15,2100-01-01"
"Nov 1997,463,ECHO PEAK,36,0.0,,2.7,70,21,4.70,,7670,1979-09-15,2100-01-01"
"Dec 1997,463,ECHO PEAK,29,4.2,,7.4,59,9,4.60,,7670,1979-09-15,2100-01-01"
"Jan 1998,463,ECHO PEAK,30,8.6,,12.0,52,8,18.40,,7670,1979-09-15,2100-01-01"
"Feb 1998,463,ECHO PEAK,26,27.0,,30.0,52,9,19.70,,7670,1979-09-15,2100-01-01"
"Mar 1998,463,ECHO PEAK,33,46.7,,48.5,60,6,9.70,,7670,1979-09-15,2100-01-01"
"Apr 1998,463,ECHO PEAK,34,50.3,,58.2,68,9,4.20,,7670,1979-09-15,2100-01-01"
"May 1998,463,ECHO PEAK,36,46.4,,62.4,66,19,4.80,,7670,1979-09-15,2100-01-01"
"Jun 1998,463,ECHO PEAK,48,33.9,,67.2,69,31,2.50,,7670,1979-09-15,2100-01-01"
"Jul 1998,463,ECHO PEAK,61,0.0,,69.7,85,39,0.10,,7670,1979-09-15,2100-01-01"
"Aug 1998,463,ECHO PEAK,63,0.0,,69.8,85,43,0.20,,7670,1979-09-15,2100-01-01"
"Sep 1998,463,ECHO PEAK,52,0.0,,70.0,81,32,3.10,,7670,1979-09-15,2100-01-01"
"Oct 1998,463,ECHO PEAK,41,0.0,,0.0,63,23,1.90,,7670,1979-09-15,2100-01-01"
"Nov 1998,463,ECHO PEAK,33,0.5,,1.9,64,15,11.70,,7670,1979-09-15,2100-01-01"
"Dec 1998,463,ECHO PEAK,29,10.9,,13.6,65,-4,4.80,,7670,1979-09-15,2100-01-01"
"Jan 1999,463,ECHO PEAK,34,14.7,,18.4,62,15,14.40,,7670,1979-09-15,2100-01-01"
"Feb 1999,463,ECHO PEAK,28,29.1,,32.1,53,0,23.20,,7670,1979-09-15,2100-01-01"
"Mar 1999,463,ECHO PEAK,,52.3,,51.2,,,4.10,,7670,1979-09-15,2100-01-01"
"Apr 1999,463,ECHO PEAK,,56.0,,55.3,,,6.00,,7670,1979-09-15,2100-01-01"
"May 1999,463,ECHO PEAK,,51.9,,61.3,,,0.80,,7670,1979-09-15,2100-01-01"
"Jun 1999,463,ECHO PEAK,51,16.2,,62.1,78,22,1.30,,7670,1979-09-15,2100-01-01"
"Jul 1999,463,ECHO PEAK,60,0.0,,63.4,83,44,0.60,,7670,1979-09-15,2100-01-01"
"Aug 1999,463,ECHO PEAK,56,0.0,,64.0,78,32,1.80,,7670,1979-09-15,2100-01-01"
"Sep 1999,463,ECHO PEAK,56,0.0,,65.8,77,35,0.30,,7670,1979-09-15,2100-01-01"
"Oct 1999,463,ECHO PEAK,51,0.0,,0.0,74,29,2.50,,7670,1979-09-15,2100-01-01"
"Nov 1999,463,ECHO PEAK,40,0.0,,2.5,65,12,4.90,,7670,1979-09-15,2100-01-01"
"Dec 1999,463,ECHO PEAK,32,2.6,,7.4,59,11,1.80,,7670,1979-09-15,2100-01-01"
"Jan 2000,463,ECHO PEAK,30,4.1,,9.2,51,9,17.70,,7670,1979-09-15,2100-01-01"
"Feb 2000,463,ECHO PEAK,31,21.8,,25.2,62,6,19.50,,7670,1979-09-15,2100-01-01"
"Mar 2000,463,ECHO PEAK,34,41.3,,39.6,61,13,1.30,,7670,1979-09-15,2100-01-01"
"Apr 2000,463,ECHO PEAK,41,39.3,,40.9,72,21,2.10,,7670,1979-09-15,2100-01-01"
"May 2000,463,ECHO PEAK,46,18.3,,43.0,74,13,6.00,,7670,1979-09-15,2100-01-01"
"Jun 2000,463,ECHO PEAK,57,0.0,,49.0,83,30,1.20,,7670,1979-09-15,2100-01-01"
"Jul 2000,463,ECHO PEAK,59,0.0,,50.2,85,36,0.00,,7670,1979-09-15,2100-01-01"
"Aug 2000,463,ECHO PEAK,61,0.0,,50.2,86,41,0.70,,7670,1979-09-15,2100-01-01"
"Sep 2000,463,ECHO PEAK,53,0.0,,50.9,81,30,2.90,,7670,1979-09-15,2100-01-01"
"Oct 2000,463,ECHO PEAK,42,0.0,,0.0,69,22,4.20,,7670,1979-09-15,2100-01-01"
"Nov 2000,463,ECHO PEAK,32,2.6,,4.2,56,9,2.90,,7670,1979-09-15,2100-01-01"
"Dec 2000,463,ECHO PEAK,,4.6,,7.1,,,2.90,,7670,1979-09-15,2100-01-01"
"Jan 2001,463,ECHO PEAK,29,7.5,,9.9,59,6,5.00,,7670,1979-09-15,2100-01-01"
"Feb 2001,463,ECHO PEAK,26,11.9,,14.9,59,6,9.00,,7670,1979-09-15,2100-01-01"
"Mar 2001,463,ECHO PEAK,38,20.9,,22.4,68,13,3.20,,7670,1979-09-15,2100-01-01"
"Apr 2001,463,ECHO PEAK,34,14.9,,25.6,66,10,6.60,,7670,1979-09-15,2100-01-01"
"May 2001,463,ECHO PEAK,53,10.2,,32.2,77,24,0.70,,7670,1979-09-15,2100-01-01"
"Jun 2001,463,ECHO PEAK,55,0.0,,32.9,79,30,0.30,,7670,1979-09-15,2100-01-01"
"Jul 2001,463,ECHO PEAK,60,0.0,,33.2,83,41,0.00,,7670,1979-09-15,2100-01-01"
"Aug 2001,463,ECHO PEAK,64,0.0,,33.2,85,45,0.00,,7670,1979-09-15,2100-01-01"
"Sep 2001,463,ECHO PEAK,58,0.0,,33.2,77,39,0.70,,7670,1979-09-15,2100-01-01"
"Oct 2001,463,ECHO PEAK,51,0.0,,0.0,76,31,2.30,,7670,1979-09-15,2100-01-01"
"Nov 2001,463,ECHO PEAK,36,0.0,,2.3,63,10,12.20,,7670,1979-09-15,2100-01-01"
"Dec 2001,463,ECHO PEAK,28,8.6,,14.5,49,8,17.20,,7670,1979-09-15,2100-01-01"
"Jan 2002,463,ECHO PEAK,28,25.8,,29.5,65,0,6.40,,7670,1979-09-15,2100-01-01"
"Feb 2002,463,ECHO PEAK,34,32.2,,35.3,63,13,3.50,,7670,1979-09-15,2100-01-01"
"Mar 2002,463,ECHO PEAK,32,33.4,,38.8,66,5,8.10,,7670,1979-09-15,2100-01-01"
"Apr 2002,463,ECHO PEAK,39,41.5,,46.9,70,13,3.50,,7670,1979-09-15,2100-01-01"
"May 2002,463,ECHO PEAK,45,24.8,,50.4,75,18,1.20,,7670,1979-09-15,2100-01-01"
"Jun 2002,463,ECHO PEAK,56,0.0,,51.6,79,26,0.10,,7670,1979-09-15,2100-01-01"
"Jul 2002,463,ECHO PEAK,64,0.0,,51.7,90,46,1.00,,7670,1979-09-15,2100-01-01"
"Aug 2002,463,ECHO PEAK,60,0.0,,52.7,87,42,0.00,,7670,1979-09-15,2100-01-01"
"Sep 2002,463,ECHO PEAK,55,0.0,0,52.7,75,35,0.00,,7670,1979-09-15,2100-01-01"
"Oct 2002,463,ECHO PEAK,46,0.0,0,0.0,67,28,0.00,,7670,1979-09-15,2100-01-01"
"Nov 2002,463,ECHO PEAK,40,0.0,0,0.0,59,23,13.20,,7670,1979-09-15,2100-01-01"
"Dec 2002,463,ECHO PEAK,30,7.2,17,13.2,51,14,19.80,,7670,1979-09-15,2100-01-01"
"Jan 2003,463,ECHO PEAK,41,27.0,84,31.9,58,21,3.00,,7670,1979-09-15,2100-01-01"
"Feb 2003,463,ECHO PEAK,31,29.5,63,34.9,49,14,5.80,,7670,1979-09-15,2100-01-01"
"Mar 2003,463,ECHO PEAK,36,35.3,71,37.4,59,19,4.80,,7670,1979-09-15,2100-01-01"
"Apr 2003,463,ECHO PEAK,31,28.5,58,42.2,52,14,10.90,,7670,1979-09-15,2100-01-01"
"May 2003,463,ECHO PEAK,46,39.3,77,53.1,73,19,3.00,,7670,1979-09-15,2100-01-01"
"Jun 2003,463,ECHO PEAK,56,2.8,9,56.1,74,35,0.10,,7670,1979-09-15,2100-01-01"
"Jul 2003,463,ECHO PEAK,63,0.0,0,56.2,80,48,1.70,,7670,1979-09-15,2100-01-01"
"Aug 2003,463,ECHO PEAK,59,0.0,0,57.9,78,48,2.00,,7670,1979-09-15,2100-01-01"
"Sep 2003,463,ECHO PEAK,58,0.0,0,59.9,75,37,0.40,,7670,1979-09-15,2100-01-01"
"Oct 2003,463,ECHO PEAK,52,0.0,0,0.0,70,20,1.00,,7670,1979-09-15,2100-01-01"
"Nov 2003,463,ECHO PEAK,33,1.0,10,0.6,57,14,4.90,,7670,1979-09-15,2100-01-01"
"Dec 2003,463,ECHO PEAK,31,4.4,13,5.5,56,8,17.40,,7670,1979-09-15,2100-01-01"
"Jan 2004,463,ECHO PEAK,32,21.8,72,22.7,52,7,9.40,,7670,1979-09-15,2100-01-01"
"Feb 2004,463,ECHO PEAK,28,31.2,74,27.8,46,14,12.40,,7670,1979-09-15,2100-01-01"
"Mar 2004,463,ECHO PEAK,42,43.6,110,38.8,65,19,2.20,,7670,1979-09-15,2100-01-01"
"Apr 2004,463,ECHO PEAK,40,32.5,64,41.0,63,24,1.80,,7670,1979-09-15,2100-01-01"
"May 2004,463,ECHO PEAK,46,12.6,24,42.8,66,27,1.70,,7670,1979-09-15,2100-01-01"
"Jun 2004,463,ECHO PEAK,55,0.0,0,44.5,69,31,0.50,,7670,1979-09-15,2100-01-01"
"Jul 2004,463,ECHO PEAK,61,0.0,0,45.0,75,46,0.00,,7670,1979-09-15,2100-01-01"
"Aug 2004,463,ECHO PEAK,60,0.0,0,45.0,78,42,0.00,,7670,1979-09-15,2100-01-01"
"Sep 2004,463,ECHO PEAK,54,0.0,0,45.0,72,28,0.40,,7670,1979-09-15,2100-01-01"
"Oct 2004,463,ECHO PEAK,42,0.0,0,0.0,67,20,10.00,,7670,1979-09-15,2100-01-01"
"Nov 2004,463,ECHO PEAK,35,7.6,25,10.0,55,10,4.70,,7670,1979-09-15,2100-01-01"
"Dec 2004,463,ECHO PEAK,35,11.9,35,14.7,56,15,13.70,,7670,1979-09-15,2100-01-01"
